dates,AAPL,MSFT,AMZN,GOOG,FB,TSLA,GOOGL,NVDA,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN
01/01/2019,39.435,101.57,1501.97,1035.61,131.09,66.56,1044.96,133.5,84.09,226.24,34.05,267.66,46.93,43.33,110.48,254.28,63.4924,94.5,203.71,56.91,194.67
02/01/2019,39.48,101.12,1539.13,1045.85,135.68,62.024,1054.68,136.22,85.75,224.57,34.37,267.66,47.08,42.95,109.28,253.51,65.1393,94.45,204.76,57.4,191.9
03/01/2019,35.548,97.4,1500.28,1016.06,131.74,60.072,1025.47,127.99,82.09,215.7,34.64,271.2,44.49,41.07,108.26,230.96,64.8998,88.88,200.42,55.7,188.98
04/01/2019,37.065,101.93,1575.39,1070.71,137.95,63.538,1078.07,136.19,86.27,226.19,35.81,297.57,47.22,42.92,110.48,233.23,67.3652,92.9,206.24,56.6,195.44
05/01/2019,37.065,101.93,1575.39,1070.71,137.95,63.538,1078.07,136.19,86.27,226.19,35.81,297.57,47.22,42.92,110.48,233.23,67.3652,92.9,206.24,56.6,195.44
06/01/2019,37.065,101.93,1575.39,1070.71,137.95,63.538,1078.07,136.19,86.27,226.19,35.81,297.57,47.22,42.92,110.48,233.23,67.3652,92.9,206.24,56.6,195.44
07/01/2019,36.983,102.06,1629.51,1068.39,138.05,66.992,1075.92,143.4,86.93,229.26,35.43,315.34,47.44,43.21,109.53,237.98,68.3135,94.5,207,56.44,198.07
08/01/2019,37.688,102.8,1656.58,1076.28,142.53,67.07,1085.37,139.83,88.7,232.68,35.72,320.27,47.74,43.56,110.58,236.07,67.6447,94.38,208.55,55.95,200.61
09/01/2019,38.328,104.27,1659.42,1074.66,144.23,67.706,1081.65,142.58,89.55,235.43,36.06,319.96,48.01,43.32,107.49,246.28,67.5948,96.24,209.9,56.61,200.37
10/01/2019,38.45,103.6,1656.22,1070.33,144.2,68.994,1078.83,145.23,90.7,237.77,35.82,324.66,48.56,43.24,108.15,249.52,67.8343,97.72,210.64,56.8,202.68
11/01/2019,38.073,102.8,1640.56,1057.19,143.8,69.452,1064.47,148.83,90.65,237.55,35.63,337.59,48.93,43.49,108.16,250.57,68.8724,98.59,210.51,57.5,200.56
12/01/2019,38.073,102.8,1640.56,1057.19,143.8,69.452,1064.47,148.83,90.65,237.55,35.63,337.59,48.93,43.49,108.16,250.57,68.8724,98.59,210.51,57.5,200.56
13/01/2019,38.073,102.8,1640.56,1057.19,143.8,69.452,1064.47,148.83,90.65,237.55,35.63,337.59,48.93,43.49,108.16,250.57,68.8724,98.59,210.51,57.5,200.56
14/01/2019,37.5,102.05,1617.21,1044.69,145.39,66.88,1051.51,150.44,90.43,234.56,35.77,332.94,48.35,43.21,107.32,250.87,67.7844,96.33,209,57.3,196.78
15/01/2019,38.268,105.01,1674.56,1077.15,148.95,68.886,1086.51,149.87,91.6,242.36,35.83,354.64,48.6,44.02,108.99,256.49,67.0159,97.63,211.03,55.73,199.38
16/01/2019,38.735,105.38,1683.78,1080.97,147.54,69.21,1089.51,148.84,90.55,241.95,35.9,351.39,48.13,43.96,108.34,251.7,66.5667,97.17,210.18,55.27,198.89
17/01/2019,38.965,106.12,1693.22,1089.9,148.3,69.462,1099.12,151.72,90.4,244.4,35.91,353.19,48.47,44.21,109.22,255.33,66.1275,97.54,211.46,54.77,201.92
18/01/2019,39.205,107.71,1696.2,1098.26,150.04,60.452,1107.3,156.93,91.12,247.51,36.21,339.1,49.19,45.03,110.07,260.82,66.8362,99.42,213.59,55.27,203.88
19/01/2019,39.205,107.71,1696.2,1098.26,150.04,60.452,1107.3,156.93,91.12,247.51,36.21,339.1,49.19,45.03,110.07,260.82,66.8362,99.42,213.59,55.27,203.88
20/01/2019,39.205,107.71,1696.2,1098.26,150.04,60.452,1107.3,156.93,91.12,247.51,36.21,339.1,49.19,45.03,110.07,260.82,66.8362,99.42,213.59,55.27,203.88
21/01/2019,39.205,107.71,1696.2,1098.26,150.04,60.452,1107.3,156.93,91.12,247.51,36.21,339.1,49.19,45.03,110.07,260.82,66.8362,99.42,213.59,55.27,203.88
22/01/2019,38.325,105.68,1632.17,1070.52,147.57,59.784,1078.63,148.77,89.94,243.85,34.97,325.16,48.27,44.78,109.91,258.29,66.7064,96.62,212.4,54.29,201.98
23/01/2019,38.48,106.71,1640.02,1075.57,144.3,57.518,1084.41,149.29,90.5,245.14,36.89,321.99,47.94,45.46,110.73,257.52,67.6746,95.49,212.09,51.77,201.56
24/01/2019,38.175,106.2,1654.93,1073.9,145.83,58.302,1084,157.84,92.2,242.56,36.24,326.67,49.76,45.61,109.5,263.55,68.533,102.09,210.31,50.81,200.97
25/01/2019,39.44,107.17,1670.57,1090.99,149.01,59.408,1101.51,160.15,94.28,244.95,35.78,338.05,47.04,46.13,109.35,267.94,68.3534,104.41,209.07,51.3,198.77
26/01/2019,39.44,107.17,1670.57,1090.99,149.01,59.408,1101.51,160.15,94.28,244.95,35.78,338.05,47.04,46.13,109.35,267.94,68.3534,104.41,209.07,51.3,198.77
27/01/2019,39.44,107.17,1670.57,1090.99,149.01,59.408,1101.51,160.15,94.28,244.95,35.78,338.05,47.04,46.13,109.35,267.94,68.3534,104.41,209.07,51.3,198.77
28/01/2019,39.075,105.08,1637.89,1070.08,147.47,59.276,1079.86,138.01,92.3,241.85,35.37,335.66,46.71,45.75,108.82,267.62,67.495,102.68,210.77,50.64,191.95
29/01/2019,38.67,102.94,1593.88,1060.62,144.19,59.492,1070.06,131.6,91.12,238.27,36.08,328.9,46.54,45.96,109,266.32,67.6547,101.35,210.31,49.4,192.11
30/01/2019,41.313,106.38,1670.43,1089.06,150.42,61.754,1097.99,137.39,92.42,242.67,35.43,340.66,47.54,46.71,110.82,270.82,68.1937,102.14,211.35,50.17,184.86
31/01/2019,41.61,104.43,1718.73,1116.37,166.69,61.404,1125.89,143.75,88.76,247.82,36.57,339.5,47.12,47.29,112.67,268.25,69.4913,100.68,214.63,49.52,187.11
01/02/2019,41.63,102.78,1626.23,1110.75,165.71,62.442,1118.62,144.73,90.01,247.38,36.79,339.85,48.73,47.34,112.19,266.81,69.5013,101.99,210.27,49.61,187.07
02/02/2019,41.63,102.78,1626.23,1110.75,165.71,62.442,1118.62,144.73,90.01,247.38,36.79,339.85,48.73,47.34,112.19,266.81,69.5013,101.99,210.27,49.61,187.07
03/02/2019,41.63,102.78,1626.23,1110.75,165.71,62.442,1118.62,144.73,90.01,247.38,36.79,339.85,48.73,47.34,112.19,266.81,69.5013,101.99,210.27,49.61,187.07
04/02/2019,42.813,105.74,1633.31,1132.8,169.25,62.578,1141.42,149.18,91.66,254.74,36.77,351.34,49.22,47.35,113.09,272.12,69.2817,101.8,211.18,49.69,186.18
05/02/2019,43.545,107.22,1658.81,1145.99,171.16,64.27,1151.87,149.95,92.27,254.82,37.15,355.81,50.01,47.26,112.9,270,66.7264,102.32,211.61,50.73,188.31
06/02/2019,43.56,106.03,1640.26,1115.23,170.49,63.444,1122.89,153,92.25,254.35,37.17,352.19,49.9,47.48,113.05,276.21,66.8162,106.48,211.6,51.1,190.76
07/02/2019,42.735,105.27,1614.37,1098.71,166.38,61.502,1105.91,147.42,90.85,253.74,37.68,344.71,49.23,46.7,113.09,269.09,68.1538,103.86,209.05,50.55,184.23
08/02/2019,42.603,105.67,1588.22,1095.06,167.33,61.16,1102.38,148.17,91.87,257,37.6,347.57,48.84,47.19,113.015,274.06,68.2536,104.55,207.75,50.29,186
09/02/2019,42.603,105.67,1588.22,1095.06,167.33,61.16,1102.38,148.17,91.87,257,37.6,347.57,48.84,47.19,113.015,274.06,68.2536,104.55,207.75,50.29,186
10/02/2019,42.603,105.67,1588.22,1095.06,167.33,61.16,1102.38,148.17,91.87,257,37.6,347.57,48.84,47.19,113.015,274.06,68.2536,104.55,207.75,50.29,186
11/02/2019,42.358,105.25,1591,1095.01,165.79,62.568,1102.12,146.45,92.69,258.39,37,345.73,48.77,47.58,112.97,275.72,68.3135,104.76,208.72,50.83,185.79
12/02/2019,42.723,106.89,1638.01,1121.37,165.04,62.362,1127.58,151.17,94.38,261.37,37.24,359.97,50.01,47.89,113.79,279.39,69.4713,106.44,211.9,51.66,188.43
13/02/2019,42.545,106.81,1640,1120.16,164.07,61.634,1128.63,152.88,94.01,260.23,37.03,351.77,50.47,47.5,114.12,281.32,68.9423,107.15,212.8,51.59,188.98
14/02/2019,42.7,106.9,1622.65,1121.67,163.95,60.754,1129.2,154.53,94.42,260.14,37.26,359.07,50.81,48.4,112.59,281.5,70.3696,106.97,213.84,51.57,186.68
15/02/2019,42.605,108.22,1607.95,1113.65,162.5,61.576,1119.63,157.34,94.91,259.45,37.77,356.87,51.66,49.43,115.91,281.93,71.9168,107.57,216.47,51.98,188.34
16/02/2019,42.605,108.22,1607.95,1113.65,162.5,61.576,1119.63,157.34,94.91,259.45,37.77,356.87,51.66,49.43,115.91,281.93,71.9168,107.57,216.47,51.98,188.34
17/02/2019,42.605,108.22,1607.95,1113.65,162.5,61.576,1119.63,157.34,94.91,259.45,37.77,356.87,51.66,49.43,115.91,281.93,71.9168,107.57,216.47,51.98,188.34
18/02/2019,42.605,108.22,1607.95,1113.65,162.5,61.576,1119.63,157.34,94.91,259.45,37.77,356.87,51.66,49.43,115.91,281.93,71.9168,107.57,216.47,51.98,188.34
19/02/2019,42.733,108.17,1627.58,1118.56,162.29,61.128,1126.51,156.64,95.02,257.81,37.55,361.92,51.4,49.65,115.93,281.66,72.3859,107.28,218.12,52.01,186.97
20/02/2019,43.008,107.15,1622.1,1113.8,162.56,60.512,1120.59,158.55,94.73,258.1,37.79,359.91,51.39,49.63,115.83,283.42,72.6155,107.94,217.11,52.45,186.92
21/02/2019,42.765,109.41,1619.44,1096.97,160.04,58.246,1104.21,155.77,94.96,257.76,38.47,356.97,51.41,49.41,116.1,280.94,73.2743,106.64,215.23,52.35,185.5
22/02/2019,43.243,110.97,1631.56,1110.37,161.89,58.942,1116.56,159.19,95.98,258.9,38.61,363.02,52.49,50.11,116.76,276.5,73.0647,107.31,216.29,53.12,187.5
23/02/2019,43.243,110.97,1631.56,1110.37,161.89,58.942,1116.56,159.19,95.98,258.9,38.61,363.02,52.49,50.11,116.76,276.5,73.0647,107.31,216.29,53.12,187.5
24/02/2019,43.243,110.97,1631.56,1110.37,161.89,58.942,1116.56,159.19,95.98,258.9,38.61,363.02,52.49,50.11,116.76,276.5,73.0647,107.31,216.29,53.12,187.5
25/02/2019,43.558,111.59,1633,1109.4,164.62,59.754,1117.33,158.69,96.7,258.62,38.57,363.91,53.1,50.79,116.06,278.6,72.9149,108.19,217.05,52.99,189.81
26/02/2019,43.583,112.36,1636.4,1115.13,164.13,59.572,1122.01,157.1,96.59,261.22,38.8,364.97,53.23,51.18,115.97,275,72.3959,107.27,217.61,53.03,190.08
27/02/2019,43.718,112.17,1641.09,1116.05,162.81,62.948,1122.89,155.41,97.86,262.9,38.53,362.87,53.24,51.59,115.37,271.49,71.9867,105.71,218.05,53.04,191.42
28/02/2019,43.288,112.03,1639.83,1119.92,161.45,63.976,1126.55,154.26,98.07,262.5,38.67,358.1,52.96,51.77,115.64,275.36,72.0765,105.78,218.74,53.39,190.08
01/03/2019,43.743,112.53,1671.73,1140.99,162.28,58.958,1148.52,156.45,98.8,264.01,39.1,357.32,53.3,51.41,116.18,272.75,72.2062,106.76,219.44,54.2,191.16
02/03/2019,43.743,112.53,1671.73,1140.99,162.28,58.958,1148.52,156.45,98.8,264.01,39.1,357.32,53.3,51.41,116.18,272.75,72.2062,106.76,219.44,54.2,191.16
03/03/2019,43.743,112.53,1671.73,1140.99,162.28,58.958,1148.52,156.45,98.8,264.01,39.1,357.32,53.3,51.41,116.18,272.75,72.2062,106.76,219.44,54.2,191.16
04/03/2019,43.963,112.26,1696.17,1147.8,167.37,57.072,1153.42,156.78,96.57,258.16,38.73,351.04,53.94,51.16,116.17,274.89,71.5175,107.4,218.41,53.78,189.78
05/03/2019,43.883,111.7,1692.43,1162.03,171.26,55.308,1169.19,156.52,96.53,257.38,38.72,354.3,53.68,51.3,116.03,277.01,71.278,106.57,219.82,53.94,188.82
06/03/2019,43.63,111.75,1668.95,1157.86,172.51,55.248,1164.94,152.05,96.46,256.4,38.61,359.61,52.95,51.67,116.66,271.35,70.6491,105.42,219.23,54.8,183.15
07/03/2019,43.125,110.39,1625.95,1143.3,169.13,55.318,1150.85,149.26,96.21,255.46,38.38,352.6,52.6,51.29,116.1,265.51,71.1881,104.95,216.79,54.03,181.46
08/03/2019,43.228,110.51,1620.8,1142.32,169.6,56.828,1149.97,150.64,95.69,254.74,38.19,349.6,52.48,51.07,115.23,264.19,70.5194,104.86,227.82,53.53,180.87
09/03/2019,43.228,110.51,1620.8,1142.32,169.6,56.828,1149.97,150.64,95.69,254.74,38.19,349.6,52.48,51.07,115.23,264.19,70.5194,104.86,227.82,53.53,180.87
10/03/2019,43.228,110.51,1620.8,1142.32,169.6,56.828,1149.97,150.64,95.69,254.74,38.19,349.6,52.48,51.07,115.23,264.19,70.5194,104.86,227.82,53.53,180.87
11/03/2019,44.725,112.83,1670.62,1175.76,172.07,58.184,1179.26,161.14,97.45,260.96,39.17,358.86,53.35,51.92,116.59,269.06,71.3379,106.45,229.69,54.35,184.14
12/03/2019,45.228,113.62,1673.1,1193.2,171.92,56.672,1197.25,162.52,97.5,263.51,39.49,356.27,53.57,52.15,116.57,269.63,71.5674,106.52,232.96,54.84,184.18
13/03/2019,45.428,114.5,1690.81,1193.32,173.37,57.792,1199.06,168.62,99.31,264.38,39.56,361.21,54.37,52.59,116.58,271.21,72.1164,107.58,236.38,55.39,187.35
14/03/2019,45.933,114.59,1686.22,1185.55,170.17,57.992,1192.53,165.56,99.03,267.69,39.87,358.82,53.44,52.74,115.5,268.2,72.2062,107.1,233.84,55.4,187.76
15/03/2019,46.53,115.91,1712.36,1184.46,165.98,55.086,1190.3,169.81,100.73,257.09,40.47,361.46,54.33,53.2,115.66,290.29,73.3242,110.74,233.6,56.6,191.24
16/03/2019,46.53,115.91,1712.36,1184.46,165.98,55.086,1190.3,169.81,100.73,257.09,40.47,361.46,54.33,53.2,115.66,290.29,73.3242,110.74,233.6,56.6,191.24
17/03/2019,46.53,115.91,1712.36,1184.46,165.98,55.086,1190.3,169.81,100.73,257.09,40.47,361.46,54.33,53.2,115.66,290.29,73.3242,110.74,233.6,56.6,191.24
18/03/2019,47.005,117.57,1742.15,1184.26,160.47,53.898,1188.55,168.95,100.27,257.76,39.92,363.44,54.1,53.51,117.27,293.84,73.5438,109.81,236.59,56.83,191.31
19/03/2019,46.633,117.65,1761.85,1198.85,161.57,53.494,1202.46,175.71,101.54,260.42,39.78,358.78,54.17,53.31,118.09,299.31,72.4558,110.02,237.05,56.97,191.49
20/03/2019,47.04,117.52,1797.27,1223.97,165.44,54.72,1226.43,174.4,102.31,259.74,39.47,375.22,53.82,53.26,118.32,291.03,71.9268,109.63,236.98,57.16,191.12
21/03/2019,48.773,120.22,1819.26,1231.54,166.08,54.804,1236.13,183.94,104.15,264.18,40.05,377.87,54.64,53.94,119.44,296.8,72.1264,112.22,239.54,57.77,191.89
22/03/2019,47.763,117.05,1764.77,1205.5,164.34,52.906,1207.65,177.5,101.27,259.69,39.46,361.01,53.26,52.74,120.72,292.65,71.7671,109.68,237.56,56.82,186.7
23/03/2019,47.763,117.05,1764.77,1205.5,164.34,52.906,1207.65,177.5,101.27,259.69,39.46,361.01,53.26,52.74,120.72,292.65,71.7671,109.68,237.56,56.82,186.7
24/03/2019,47.763,117.05,1764.77,1205.5,164.34,52.906,1207.65,177.5,101.27,259.69,39.46,361.01,53.26,52.74,120.72,292.65,71.7671,109.68,237.56,56.82,186.7
25/03/2019,47.185,117.66,1774.26,1193,166.29,52.084,1197.38,173.78,101.55,262.27,39.18,366.23,52.78,52.73,120.85,292.16,72.1763,107.11,236.97,56.64,186.59
26/03/2019,46.698,117.91,1783.76,1184.62,167.68,53.554,1189.84,176.87,103.15,265.59,39.63,359.97,53.44,53.23,122.02,297.03,73.2044,108.33,239.07,58,188.27
27/03/2019,47.118,116.77,1765.7,1173.02,165.87,54.966,1178.01,176.5,103.07,262.34,40.21,353.37,53.16,53.14,121.89,295.97,72.1064,105.97,239.41,56.91,186.32
28/03/2019,47.18,116.93,1773.42,1168.49,165.55,55.724,1172.27,177.25,103.86,263.53,40.42,354.61,53.11,53.36,121.84,299.07,69.0221,104.91,241.22,56.55,187.65
29/03/2019,47.488,117.94,1780.75,1173.31,166.69,55.972,1176.89,179.56,103.84,266.49,39.98,356.56,53.7,53.99,122.55,300.71,68.9722,106.07,242.14,57.03,189.98
30/03/2019,47.488,117.94,1780.75,1173.31,166.69,55.972,1176.89,179.56,103.84,266.49,39.98,356.56,53.7,53.99,122.55,300.71,68.9722,106.07,242.14,57.03,189.98
31/03/2019,47.488,117.94,1780.75,1173.31,166.69,55.972,1176.89,179.56,103.84,266.49,39.98,356.56,53.7,53.99,122.55,300.71,68.9722,106.07,242.14,57.03,189.98
01/04/2019,47.81,119.02,1814.19,1194.43,168.7,57.836,1198.98,182.28,105.55,272.17,40.31,366.96,54.51,54.98,122,305.79,69.8406,108.64,244.19,57.81,191.77
02/04/2019,48.505,119.19,1813.98,1200.49,174.2,57.176,1205.54,183,105.23,271.35,40.02,367.72,54.36,55.29,121.68,303.05,69.6011,110.28,240.5,58.09,192.43
03/04/2019,48.838,119.97,1820.7,1205.92,173.54,58.362,1210.81,188.62,104.69,271.5,40.27,369.75,55.48,55.63,121.56,304.2,68.8724,112.75,242.48,57.68,192.92
04/04/2019,48.923,119.36,1818.86,1215,176.02,53.556,1219.45,188.26,104.46,267.89,40.41,367.88,55.92,55.14,121.47,302,69.9205,113.24,244.4,57.86,192.33
05/04/2019,49.25,119.89,1837.28,1207.15,175.72,54.992,1211.45,190.95,105.73,267.45,40.42,365.49,55.6,55.21,121.62,304.28,70.2199,113.63,245.87,57.99,195.41
06/04/2019,49.25,119.89,1837.28,1207.15,175.72,54.992,1211.45,190.95,105.73,267.45,40.42,365.49,55.6,55.21,121.62,304.28,70.2199,113.63,245.87,57.99,195.41
07/04/2019,49.25,119.89,1837.28,1207.15,175.72,54.992,1211.45,190.95,105.73,267.45,40.42,365.49,55.6,55.21,121.62,304.28,70.2199,113.63,245.87,57.99,195.41
08/04/2019,50.025,119.93,1849.86,1203.84,174.93,54.64,1208.28,191.79,106.57,268.81,40.71,361.41,55.68,55.49,122,304.48,71.0983,115.22,246.52,57.76,194.88
09/04/2019,49.875,119.28,1835.84,1197.25,177.58,54.462,1202.69,189.26,106.93,268.99,41.04,364.71,55.32,55.18,122.17,303.45,71.2879,113.94,244.91,57.44,192.98
10/04/2019,50.155,120.19,1847.33,1202.16,177.82,55.212,1206.45,192.1,107.51,271.58,41.08,363.92,55.75,55.82,122.04,307.51,72.0266,114.92,245.61,56.33,193.89
11/04/2019,49.738,120.33,1844.07,1204.62,177.51,53.684,1209.59,191.54,106.46,271.9,41.04,367.65,55.8,55.6,121.67,309.41,72.865,114.88,241.24,55.9,192.11
12/04/2019,49.718,120.95,1843.06,1217.87,179.1,53.54,1222.73,190.01,108.48,271.86,41.3,351.14,56.42,56.29,122.23,317.03,73.5737,116.76,241.95,56.95,191.42
13/04/2019,49.718,120.95,1843.06,1217.87,179.1,53.54,1222.73,190.01,108.48,271.86,41.3,351.14,56.42,56.29,122.23,317.03,73.5737,116.76,241.95,56.95,191.42
14/04/2019,49.718,120.95,1843.06,1217.87,179.1,53.54,1222.73,190.01,108.48,271.86,41.3,351.14,56.42,56.29,122.23,317.03,73.5737,116.76,241.95,56.95,191.42
15/04/2019,49.808,121.05,1844.87,1221.1,179.65,53.276,1226.53,184.7,108.14,272.22,41.78,348.87,56.28,56.56,123.66,316.4,73.6536,115.09,246.33,57.18,191.2
16/04/2019,49.813,120.77,1863.04,1227.13,178.87,54.672,1231.91,188.21,108.2,271.43,41.97,359.46,56.71,56.95,122.41,318.5,73.963,116.37,245.34,70.45,188.05
17/04/2019,50.783,121.77,1864.82,1236.34,178.78,54.246,1240.14,187.29,108.81,269.45,42.57,354.74,58.56,56.31,127.01,320.53,72.326,115.6,245.56,79.08,182.47
18/04/2019,50.965,123.37,1861.69,1236.37,178.28,54.652,1241.47,186.3,107.36,270.57,42.43,360.35,58.49,56.4,127.09,318.62,73.6136,115.51,245.81,79.89,177.47
19/04/2019,50.965,123.37,1861.69,1236.37,178.28,54.652,1241.47,186.3,107.36,270.57,42.43,360.35,58.49,56.4,127.09,318.62,73.6136,115.51,245.81,79.89,177.47
20/04/2019,50.965,123.37,1861.69,1236.37,178.28,54.652,1241.47,186.3,107.36,270.57,42.43,360.35,58.49,56.4,127.09,318.62,73.6136,115.51,245.81,79.89,177.47
21/04/2019,50.965,123.37,1861.69,1236.37,178.28,54.652,1241.47,186.3,107.36,270.57,42.43,360.35,58.49,56.4,127.09,318.62,73.6136,115.51,245.81,79.89,177.47
22/04/2019,51.133,123.76,1887.31,1248.84,181.44,52.55,1253.76,188.47,106.81,272.21,42,377.34,58.82,56.34,126.44,315,73.5837,114.95,243.42,81.97,176.36
23/04/2019,51.87,125.44,1923.77,1264.55,183.78,52.78,1270.59,190.67,106.9,278.49,41.99,381.89,58.78,56.69,127.09,315.64,73.6136,116.38,245.58,86.72,179.76
24/04/2019,51.79,125.01,1901.75,1256,182.58,51.732,1260.05,191.17,107.22,275.45,41.85,374.23,58.72,56.88,126.92,314.33,73.1944,118.43,247.96,86.83,178.3
25/04/2019,51.32,129.15,1902.25,1263.45,193.26,49.526,1267.34,186.91,110.22,277.66,42.93,368.33,57.61,56.33,126.13,311.82,72.5756,117.17,245.6,85.07,180.48
26/04/2019,51.075,129.89,1950.63,1272.18,191.49,47.028,1277.42,178.09,110.56,281.96,43.08,374.85,52.43,55.88,126.4,310.41,72.7852,117.21,243.82,86.64,181.47
27/04/2019,51.075,129.89,1950.63,1272.18,191.49,47.028,1277.42,178.09,110.56,281.96,43.08,374.85,52.43,55.88,126.4,310.41,72.7852,117.21,243.82,86.64,181.47
28/04/2019,51.075,129.89,1950.63,1272.18,191.49,47.028,1277.42,178.09,110.56,281.96,43.08,374.85,52.43,55.88,126.4,310.41,72.7852,117.21,243.82,86.64,181.47
29/04/2019,51.153,129.77,1938.43,1287.58,194.78,48.294,1296.2,179.33,112.44,286.14,43.45,371.83,51.11,56.13,126.69,312.72,73.4639,116.7,244.28,87.25,181.17
30/04/2019,50.168,130.6,1926.52,1188.48,193.4,47.738,1198.96,181,112.77,289.25,43.53,370.54,51.04,55.95,128.05,318.4,72.855,117.83,245.53,86.13,179.32
01/05/2019,52.63,127.88,1911.52,1168.08,193.03,46.802,1173.32,180.47,110.94,283.35,43.42,378.81,50.76,55.58,127.24,318.9,73.444,116.29,241.59,86.37,176.14
02/05/2019,52.288,126.21,1900.82,1162.61,192.53,48.82,1166.51,183.19,109.7,279.64,42.65,379.06,50.55,54.94,126.83,315.82,73.4739,117.46,242.69,87.14,176.5
03/05/2019,52.938,128.9,1962.46,1185.4,195.47,51.006,1189.55,183.01,111.96,285.58,43.29,385.03,51.75,54.94,127.67,315.71,74.6018,117.47,244.62,89.29,177.31
04/05/2019,52.938,128.9,1962.46,1185.4,195.47,51.006,1189.55,183.01,111.96,285.58,43.29,385.03,51.75,54.94,127.67,315.71,74.6018,117.47,244.62,89.29,177.31
05/05/2019,52.938,128.9,1962.46,1185.4,195.47,51.006,1189.55,183.01,111.96,285.58,43.29,385.03,51.75,54.94,127.67,315.71,74.6018,117.47,244.62,89.29,177.31
06/05/2019,52.12,128.15,1950.55,1189.39,193.88,51.068,1193.46,179.85,110.85,283.66,43.3,378.67,51.22,54.59,127.27,311.57,74.3223,115.86,244.23,88.25,177.06
07/05/2019,50.715,125.52,1921,1174.1,189.77,49.412,1178.86,173.11,108.95,277.07,42.76,370.46,50.48,53.45,125.98,307.29,73.8632,113.93,240.18,85.2,173.87
08/05/2019,50.725,125.51,1917.77,1166.27,189.54,48.968,1170.78,173.92,109.07,276.77,42.55,364.37,49.24,53.47,126.02,303.39,72.4957,112.56,241.34,84.54,172.15
09/05/2019,50.18,125.5,1899.87,1162.38,188.65,48.396,1167.97,170.19,109.73,275.79,42.92,362.75,46.62,52.92,126.05,304.06,74.1127,112.15,243.47,83.78,172.87
10/05/2019,49.295,127.13,1889.98,1164.27,188.34,47.904,1167.64,168.82,110.41,278.48,43.15,361.04,46.2,53.36,128.01,303.96,75.0909,112.6,247.02,85.84,171.85
11/05/2019,49.295,127.13,1889.98,1164.27,188.34,47.904,1167.64,168.82,110.41,278.48,43.15,361.04,46.2,53.36,128.01,303.96,75.0909,112.6,247.02,85.84,171.85
12/05/2019,49.295,127.13,1889.98,1164.27,188.34,47.904,1167.64,168.82,110.41,278.48,43.15,361.04,46.2,53.36,128.01,303.96,75.0909,112.6,247.02,85.84,171.85
13/05/2019,46.43,123.35,1822.68,1132.03,181.54,45.402,1136.59,158.45,106.83,267.7,42.28,345.26,44.76,51.3,127.16,293.38,73.2842,107.11,241.92,83.89,167.6
14/05/2019,47.165,124.73,1840.12,1120.44,180.73,46.462,1124.86,162.04,109.09,271.86,42.91,345.61,45.17,52.02,127.41,302,73.4639,109.04,242.73,86.13,167.81
15/05/2019,47.73,126.02,1871.15,1164.21,186.27,46.39,1170.8,159.58,111.5,276.82,42.49,354.99,45.62,52.44,129.35,304.37,74.492,110.29,244.67,86.26,169.87
16/05/2019,47.52,128.93,1907.57,1178.98,186.99,45.666,1184.5,160.19,113.87,283.55,43.19,359.31,45.53,55.93,130.27,297.29,75.2406,109.21,247.44,82.81,169.92
17/05/2019,47.25,128.07,1869,1162.3,185.3,42.206,1168.78,156.53,112.8,279.85,43.54,354.45,44.89,56.35,130.51,289.89,75.2306,106.79,248.35,81.5,169.91
18/05/2019,47.25,128.07,1869,1162.3,185.3,42.206,1168.78,156.53,112.8,279.85,43.54,354.45,44.89,56.35,130.51,289.89,75.2306,106.79,248.35,81.5,169.91
19/05/2019,47.25,128.07,1869,1162.3,185.3,42.206,1168.78,156.53,112.8,279.85,43.54,354.45,44.89,56.35,130.51,289.89,75.2306,106.79,248.35,81.5,169.91
20/05/2019,45.773,126.22,1858.97,1138.85,182.72,41.072,1144.66,151.75,112.15,275.45,42.78,348.11,43.56,56.01,129.99,272.59,78.1452,104.73,248.9,76.62,168.39
21/05/2019,46.65,126.9,1857.52,1149.63,184.82,41.016,1154.44,155.06,112.43,278.07,43.29,354.27,44.46,56.52,129.05,275.33,77.0073,107,249.93,77.75,169.69
22/05/2019,45.695,127.67,1859.68,1151.42,185.32,38.546,1155.85,152.2,112.47,281.82,43.3,359.73,44,55.69,130.07,269.22,76.2088,106.78,249.51,69.31,171.3
23/05/2019,44.915,126.18,1815.48,1140.77,180.87,39.098,1145.34,147.32,109.9,274.25,42.73,352.21,44.53,54.19,129.97,260.09,75.8695,105.83,248.53,68.255,172.11
24/05/2019,44.743,126.24,1823.28,1133.47,181.06,38.126,1138.61,145.15,109.85,274.77,42.67,354.39,44.57,54.37,129.5,255.94,77.1271,105.06,247.3,66.21,171.28
25/05/2019,44.743,126.24,1823.28,1133.47,181.06,38.126,1138.61,145.15,109.85,274.77,42.67,354.39,44.57,54.37,129.5,255.94,77.1271,105.06,247.3,66.21,171.28
26/05/2019,44.743,126.24,1823.28,1133.47,181.06,38.126,1138.61,145.15,109.85,274.77,42.67,354.39,44.57,54.37,129.5,255.94,77.1271,105.06,247.3,66.21,171.28
27/05/2019,44.743,126.24,1823.28,1133.47,181.06,38.126,1138.61,145.15,109.85,274.77,42.67,354.39,44.57,54.37,129.5,255.94,77.1271,105.06,247.3,66.21,171.28
