dates,AAPL,MSFT,AMZN,GOOG,FB,TSLA,GOOGL,NVDA,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN
20/04/2021,133.11,258.26,3334.69,2293.63,302.65,718.99,2279.01,606.85,264.43,514.21,54.16,549.57,62.7,51.79,145.71,457.26,130.55,185.27,371.73,133.4,259.14
21/04/2021,133.5,260.58,3362.02,2293.29,301.47,744.12,2278.35,614.42,264.89,512.34,54.655,508.9,63.7,51.93,146.98,459.79,132.12,188.9,374.09,136.19,258.78
22/04/2021,131.94,257.17,3309.04,2267.92,296.52,719.69,2252.52,594.01,262.27,507.29,54.4,508.78,62.57,51.5,146.07,455.11,131.73,185.8,371.26,132.97,255.05
23/04/2021,134.32,261.15,3340.88,2315.3,301.13,729.4,2299.93,610.61,266.03,515.84,54.39,505.55,59.24,51.91,145.83,466.13,133.32,188.82,373.28,135.43,257.03
24/04/2021,134.32,261.15,3340.88,2315.3,301.13,729.4,2299.93,610.61,266.03,515.84,54.39,505.55,59.24,51.91,145.83,466.13,133.32,188.82,373.28,135.43,257.03
25/04/2021,134.32,261.15,3340.88,2315.3,301.13,729.4,2299.93,610.61,266.03,515.84,54.39,505.55,59.24,51.91,145.83,466.13,133.32,188.82,373.28,135.43,257.03
26/04/2021,134.72,261.55,3409,2326.74,303.04,738.2,2309.93,619.12,271.72,515.7,54.32,510.3,58.76,51.64,143.36,471.85,132.5,191.36,368.52,138.96,255.52
27/04/2021,134.39,261.97,3417.43,2307.12,303.57,704.74,2290.98,615.27,268.82,517.32,54.3,505.55,57.97,51.37,142.89,466.35,132.92,190.21,370.21,138.01,255.13
28/04/2021,133.58,254.56,3458.5,2379.91,307.1,694.4,2359.04,611.07,271.09,515.48,54.1,506.52,57.62,51.11,141.83,459.2,132.08,181.82,369.59,136.57,236.71
29/04/2021,133.48,252.51,3471.31,2429.89,329.51,677,2392.76,612.99,267.85,516.09,56.4,509,58.28,51.46,143.94,466.29,134.01,185.82,373.54,142.68,234.71
30/04/2021,131.46,252.18,3467.42,2410.12,325.08,709.44,2353.5,600.38,262.29,508.34,56.15,513.47,57.53,50.91,144.16,456.2,132.13,180.51,372.09,138.8,239.64
01/05/2021,131.46,252.18,3467.42,2410.12,325.08,709.44,2353.5,600.38,262.29,508.34,56.15,513.47,57.53,50.91,144.16,456.2,132.13,180.51,372.09,138.8,239.64
02/05/2021,131.46,252.18,3467.42,2410.12,325.08,709.44,2353.5,600.38,262.29,508.34,56.15,513.47,57.53,50.91,144.16,456.2,132.13,180.51,372.09,138.8,239.64
03/05/2021,132.54,251.86,3386.49,2395.17,322.58,684.9,2343.08,593.47,259.09,503.46,56.57,509.11,57.26,51.17,145.79,450.14,131.45,178.795,379.32,137.43,245.38
04/05/2021,127.85,247.79,3311.87,2354.25,318.36,673.6,2306.83,574.05,250.16,490.7,56.63,503.18,56.9,50.71,143.96,444.54,128.48,179.03,375.29,134.12,247.36
05/05/2021,128.1,246.47,3270.54,2356.74,315.02,670.94,2314.77,578.34,247.4,486.69,56.41,496.08,56.85,51.13,143.89,443.83,134.13,181.65,372.5,134.65,249.35
06/05/2021,129.74,249.73,3306.37,2381.35,320.02,663.54,2337.35,580.92,252.02,483.61,56.98,499.55,57.19,52.44,145.555,448.58,138.88,184.27,382.76,136,251.3
07/05/2021,130.21,252.46,3291.61,2398.69,319.08,672.37,2351.93,592.49,253.36,488.73,58.11,503.84,57.67,53.43,145.56,452.58,139.12,187.76,384.32,137.85,254.21
08/05/2021,130.21,252.46,3291.61,2398.69,319.08,672.37,2351.93,592.49,253.36,488.73,58.11,503.84,57.67,53.43,145.56,452.58,139.12,187.76,384.32,137.85,254.21
09/05/2021,130.21,252.46,3291.61,2398.69,319.08,672.37,2351.93,592.49,253.36,488.73,58.11,503.84,57.67,53.43,145.56,452.58,139.12,187.76,384.32,137.85,254.21
10/05/2021,126.85,247.18,3190.49,2341.66,305.97,629.04,2291.75,570.63,243.63,479.38,57.51,486.69,55.97,53.16,146.72,436.1,135.81,182.05,381.48,128.94,252.62
11/05/2021,125.91,246.23,3223.91,2308.76,306.53,617.2,2270.06,572.25,248.6,485.19,57.5,495.08,55.04,52.83,145.65,440.07,138,183.2,378.18,128.37,252.3
12/05/2021,122.77,239,3151.94,2239.08,302.55,589.89,2200.25,550.34,239.91,472.09,56.62,484.98,53.62,51.6,144.23,422.38,136.64,176.6,372.2,124.62,250.83
13/05/2021,124.97,243.03,3161.47,2261.97,305.26,571.69,2229.04,546.61,240.8,474.16,57.39,486.66,54.01,52.49,146.37,430.6,138.12,178.99,379.53,127.11,252.07
14/05/2021,127.45,248.15,3222.9,2316.16,315.94,589.74,2278.38,569.72,246.29,486.56,58.68,493.37,55.35,52.9,146.59,441.62,141.52,183.27,384.42,130.15,251.38
15/05/2021,127.45,248.15,3222.9,2316.16,315.94,589.74,2278.38,569.72,246.29,486.56,58.68,493.37,55.35,52.9,146.59,441.62,141.52,183.27,384.42,130.15,251.38
16/05/2021,127.45,248.15,3222.9,2316.16,315.94,589.74,2278.38,569.72,246.29,486.56,58.68,493.37,55.35,52.9,146.59,441.62,141.52,183.27,384.42,130.15,251.38
17/05/2021,126.27,245.18,3270.39,2321.41,315.46,576.83,2288.92,566.62,244.36,482.74,55.455,488.94,55.33,52.94,146.17,439.94,140.2,180.83,383.96,129.8,252.38
18/05/2021,124.85,243.08,3232.28,2303.43,309.96,577.87,2262.47,560.63,243.21,480.62,54.95,486.28,54.84,52.93,145.51,433.74,135,178.87,382.81,128.91,250.86
19/05/2021,124.69,243.12,3231.8,2308.71,313.59,563.46,2271.5,562.63,244.63,480.47,54.24,487.7,55.36,52.47,145.43,441.72,134.35,181.72,379.66,130.66,248.63
20/05/2021,127.31,246.48,3247.68,2356.09,318.61,586.78,2306.95,584.5,251.54,491.67,55.04,501.67,55.95,52.85,147.23,455,136.16,185.3,383.58,132.64,251.93
21/05/2021,125.43,245.17,3203.08,2345.1,316.23,580.88,2294.13,599.67,250.69,488.07,55.08,497.89,56.08,52.43,147.1,451.24,136.05,185.01,380.72,131.46,251.01
22/05/2021,125.43,245.17,3203.08,2345.1,316.23,580.88,2294.13,599.67,250.69,488.07,55.08,497.89,56.08,52.43,147.1,451.24,136.05,185.01,380.72,131.46,251.01
23/05/2021,125.43,245.17,3203.08,2345.1,316.23,580.88,2294.13,599.67,250.69,488.07,55.08,497.89,56.08,52.43,147.1,451.24,136.05,185.01,380.72,131.46,251.01
24/05/2021,127.1,250.78,3244.99,2406.67,324.63,606.44,2361.04,624.48,257.17,497.83,55.66,502.9,56.96,53.39,147.85,459.19,137.73,188.69,383.45,132.91,247.75
25/05/2021,126.9,251.72,3259.05,2409.07,327.79,604.69,2362.87,625.91,258.65,505.08,55.7,501.34,56.87,53.31,148.3,459.54,136.76,188.7,385.38,133.75,242
26/05/2021,126.85,251.49,3265.16,2433.53,327.66,619.13,2380.31,628,261.37,506.98,56.85,502.36,56.92,52.91,148.3,460.49,139.65,188.36,385.62,133.09,238.55
27/05/2021,125.28,249.31,3230.11,2402.51,332.75,630.85,2362.68,619.52,259.47,498.28,57.34,503.86,57.73,52.92,146.51,467.68,141.31,189.13,387.5,133.64,235.31
28/05/2021,124.61,249.68,3223.07,2411.56,328.73,625.22,2356.85,649.78,260.02,504.58,57.34,502.81,57.12,52.9,147.94,472.33,141.45,189.82,378.27,134.54,237.94
29/05/2021,124.61,249.68,3223.07,2411.56,328.73,625.22,2356.85,649.78,260.02,504.58,57.34,502.81,57.12,52.9,147.94,472.33,141.45,189.82,378.27,134.54,237.94
30/05/2021,124.61,249.68,3223.07,2411.56,328.73,625.22,2356.85,649.78,260.02,504.58,57.34,502.81,57.12,52.9,147.94,472.33,141.45,189.82,378.27,134.54,237.94
31/05/2021,124.61,249.68,3223.07,2411.56,328.73,625.22,2356.85,649.78,260.02,504.58,57.34,502.81,57.12,52.9,147.94,472.33,141.45,189.82,378.27,134.54,237.94
01/06/2021,124.28,247.4,3218.65,2429.81,329.13,623.9,2381.18,650.58,259.27,495.91,56.95,499.08,56.89,52.62,147.63,468.31,141.7,189,378.23,133.94,233.58
02/06/2021,125.06,247.3,3233.99,2421.28,329.15,605.12,2370.59,671.13,262.17,495.77,56.69,499.24,57.48,52.96,148.22,473.73,140.98,190.75,380.59,133.82,235.16
03/06/2021,123.54,245.71,3187.01,2404.61,326.04,572.84,2347.58,678.79,257.79,493.14,56.39,489.43,56.24,53.33,147.67,464.8,142.32,186,383.87,131.78,235.74
04/06/2021,125.89,250.79,3206.22,2451.76,330.35,599.05,2393.57,703.13,263.04,504.5,57,494.74,57.37,54.07,147.84,475,144.51,190.07,387.52,134.34,236.85
05/06/2021,125.89,250.79,3206.22,2451.76,330.35,599.05,2393.57,703.13,263.04,504.5,57,494.74,57.37,54.07,147.84,475,144.51,190.07,387.52,134.34,236.85
06/06/2021,125.89,250.79,3206.22,2451.76,330.35,599.05,2393.57,703.13,263.04,504.5,57,494.74,57.37,54.07,147.84,475,144.51,190.07,387.52,134.34,236.85
07/06/2021,125.9,253.81,3198.01,2466.09,336.58,605.13,2402.3,704.76,260.6,509.47,56.92,494.66,57.09,53.92,147.75,463.78,143.51,188.55,380.4,133.32,237.19
08/06/2021,126.74,252.57,3264.11,2482.85,333.68,603.59,2398.44,698.28,263.15,509.2,56.43,492.39,57,54.13,146.37,463.53,145.39,186.93,379.7,134.2,236.82
09/06/2021,127.13,253.59,3281.15,2491.4,330.25,598.78,2407.94,694.33,263.6,514.68,56.26,485.81,57,54.02,146.1,463.93,147.27,186.45,379.96,132.89,239.52
10/06/2021,126.11,257.24,3349.65,2521.6,332.46,610.12,2435.13,697,269.47,535.52,56.6,487.27,57.38,55.03,147.6,468.67,146.51,188,383.01,134.22,244.64
11/06/2021,127.35,257.89,3346.83,2513.93,331.26,609.89,2430.2,713.01,271.45,541.26,56.88,488.77,57.85,54.77,147.69,470.7,145.35,188.67,381.83,134.62,242.77
12/06/2021,127.35,257.89,3346.83,2513.93,331.26,609.89,2430.2,713.01,271.45,541.26,56.88,488.77,57.85,54.77,147.69,470.7,145.35,188.67,381.83,134.62,242.77
13/06/2021,127.35,257.89,3346.83,2513.93,331.26,609.89,2430.2,713.01,271.45,541.26,56.88,488.77,57.85,54.77,147.69,470.7,145.35,188.67,381.83,134.62,242.77
14/06/2021,130.48,259.89,3383.87,2527.04,336.77,617.69,2448.91,720.75,274.93,556.95,57.28,499.89,58.19,54.17,148.57,475.83,145.26,190.26,383.76,137.31,241.19
15/06/2021,129.64,258.36,3383.13,2520.66,336.75,599.36,2428.39,711.54,271.89,548.46,57.32,491.9,57.99,53.79,148.58,470.74,145.68,188.61,383.91,135.58,239.85
16/06/2021,130.15,257.38,3415.25,2513.93,331.08,604.87,2415.45,712.41,268.82,543.33,57.12,492.41,57.22,53.47,147.1,465.75,144.91,187.73,379.41,134.95,239.58
17/06/2021,131.79,260.9,3489.24,2527.42,336.51,616.6,2434.87,746.29,278.11,551.36,57.52,498.34,57.18,53.13,148.52,471.17,146.45,187.65,384.75,135.35,240.76
18/06/2021,130.46,259.43,3486.9,2511.35,329.66,623.31,2402.22,745.55,283.38,565.59,56.71,500.77,55.67,52.07,145.42,463.5,144.7,183.07,380.88,133,238.68
